ID	gene_name	Systematic ID	gRNA_cluster_order1	Source	time_points	Status	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	AIC	BIC	R2	RMSE	normalized_RMSE	M_G0Tet	M_YES1_Tet	M_YES2_Tet	M_YES3_Tet	M_YES4_Tet	M_YES5_Tet	M_G0Tet_fitted	M_YES1_Tet_fitted	M_YES2_Tet_fitted	M_YES3_Tet_fitted	M_YES4_Tet_fitted	M_YES5_Tet_fitted	M_G0Tet_residual	M_YES1_Tet_residual	M_YES2_Tet_residual	M_YES3_Tet_residual	M_YES4_Tet_residual	M_YES5_Tet_residual	gRNA_cluster_order1
SPCC1919.03c_24	amk2	SPCC1919.03c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.117	0.062	0.0	1.092	8.991	21.387	20.295	6.58	0.411	8.441	-29.7	-30.325	0.973605	0.051	0.0533	0.0	0.239	0.473	0.619	0.723	0.958	0.074	0.237	0.426	0.632	0.791	0.902	-0.074	0.002	0.047	-0.013	-0.068	0.056	1
SPBC3B8.08_21	SPBC3B8.08	SPBC3B8.08	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.248	0.042	-0.0	0.364	3.001	7.138	6.773	2.196	0.091	3.279	-26.592	-27.216	0.501183	0.066	0.218753	0.0	0.302	0.192	0.208	0.218	0.244	0.016	0.15	0.22	0.242	0.247	0.248	-0.016	0.152	-0.028	-0.034	-0.029	-0.004	1
SPBC1683.05_89	thi7	SPBC1683.05	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.168	0.015	0.0	0.677	5.574	13.258	12.581	4.079	0.062	1.747	-24.668	-25.293	0.467876	0.078	0.260874	0.0	-0.099	0.18	0.154	0.199	0.103	0.011	0.056	0.101	0.135	0.153	0.161	-0.011	-0.155	0.079	0.019	0.046	-0.058	1
SPBC29B5.04c_62	app1	SPBC29B5.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.313	0.016	0.0	1.204	9.915	23.584	22.379	7.256	0.115	2.187	-25.406	-26.031	0.689163	0.073	0.188402	0.0	-0.028	0.031	0.123	0.167	0.359	0.021	0.061	0.108	0.162	0.206	0.239	-0.021	-0.089	-0.077	-0.039	-0.039	0.12	1
SPCC320.14_17	sry1	SPCC320.14	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.357	0.06	-0.0	0.364	3.001	7.138	6.773	2.196	0.131	4.716	-33.292	-33.917	0.905979	0.038	0.105282	0.0	0.277	0.359	0.34	0.33	0.315	0.024	0.216	0.316	0.348	0.355	0.356	-0.024	0.061	0.043	-0.008	-0.025	-0.041	1
SPBC19C7.01_28	mni1	SPBC19C7.01	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.227	0.022	0.0	0.631	5.198	12.364	11.733	3.804	0.084	2.449	-47.701	-48.326	0.977915	0.011	0.051423	0.0	0.099	0.136	0.179	0.217	0.221	0.015	0.081	0.144	0.189	0.211	0.22	-0.015	0.018	-0.008	-0.01	0.006	0.001	1
SPBC577.03c_34	SPBC577.03c	SPBC577.03c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.305	0.015	-0.0	1.204	9.915	23.584	22.379	7.256	0.112	2.132	-35.23	-35.855	0.876385	0.032	0.118076	0.0	0.074	0.076	0.103	0.211	0.273	0.02	0.06	0.105	0.158	0.201	0.233	-0.02	0.014	-0.029	-0.055	0.01	0.04	1
SPAC18G6.10_136	lem2	SPAC18G6.10	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	6.043	0.352	2.404	3.452	11.032	22.927	19.475	8.718	2.223	36.232	-27.056	-27.681	0.998482	0.064	0.013938	0.0	0.675	1.626	2.691	3.838	4.565	0.113	0.661	1.564	2.772	3.808	4.561	-0.113	0.014	0.062	-0.081	0.03	0.004	2
SPAC186.01_58	pfl9	SPAC186.01	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-1.0	0.051	0.0	1.204	9.915	23.584	22.379	7.256	-0.368	-0.136	-8.738	-9.362	-1.321985	0.293	0.596131	0.0	-0.478	-0.406	-0.328	-0.141	0.013	-0.066	-0.011	-0.001	-0.0	-0.0	-0.0	0.066	-0.467	-0.405	-0.328	-0.141	0.013	1
SPCC13B11.02c_31	SPCC13B11.02c	SPCC13B11.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.584	0.098	0.8	1.164	3.8	7.937	6.773	2.996	0.215	7.273	-23.243	-23.868	0.862604	0.087	0.133635	0.0	0.205	0.603	0.654	0.569	0.447	0.012	0.283	0.49	0.563	0.579	0.583	-0.012	-0.078	0.113	0.091	-0.01	-0.136	1
SPCC594.01_81	duc1	SPCC594.01	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.16	0.027	0.0	0.364	3.001	7.138	6.773	2.196	0.059	2.109	-37.015	-37.639	0.80254	0.028	0.147886	0.0	0.084	0.188	0.156	0.112	0.163	0.011	0.096	0.141	0.156	0.159	0.159	-0.011	-0.012	0.047	0.0	-0.047	0.004	1
SPAPB8E5.06c_95	rpl302	SPAPB8E5.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.535	0.038	0.0	0.865	7.123	16.943	16.077	5.213	0.197	4.79	-35.861	-36.486	0.967245	0.031	0.067171	0.0	0.107	0.276	0.404	0.409	0.455	0.035	0.141	0.256	0.366	0.437	0.479	-0.035	-0.034	0.02	0.038	-0.028	-0.024	1
SPAC1142.03c_24	swi2	SPAC1142.03c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.018	0.002	0.0	0.467	3.842	9.138	8.671	2.811	-0.007	-0.001	-30.125	-30.75	-0.04024	0.049	0.315445	0.0	0.098	0.037	-0.006	-0.013	-0.059	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.098	0.037	-0.006	-0.013	-0.059	1
SPAC30D11.06c_71	hfl1	SPAC30D11.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.014	0.002	-0.0	0.364	3.0	7.136	6.772	2.196	-0.005	-0.001	-23.134	-23.759	-2.507688	0.088	0.591299	0.0	0.115	0.149	0.064	0.055	0.064	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.115	0.149	0.064	0.055	0.064	1
SPAC57A7.07c_10	SPAC57A7.07c	SPAC57A7.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.235	0.039	-0.0	0.364	3.001	7.138	6.773	2.196	0.086	3.108	-26.6	-27.225	0.472039	0.066	0.238812	0.0	0.261	0.277	0.189	0.213	0.163	0.016	0.142	0.208	0.229	0.234	0.235	-0.016	0.119	0.069	-0.04	-0.021	-0.072	1
SPBC1105.14_59	rsv2	SPBC1105.14	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.232	0.039	-0.0	0.364	3.001	7.138	6.773	2.196	0.086	3.073	-34.29	-34.914	0.81412	0.035	0.145515	0.0	0.204	0.239	0.193	0.223	0.206	0.015	0.141	0.206	0.227	0.231	0.232	-0.015	0.063	0.033	-0.034	-0.008	-0.026	1
SPBC15D4.06_26	naa30	SPBC15D4.06	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.414	0.021	-0.0	1.204	9.915	23.584	22.379	7.256	0.152	2.894	-33.197	-33.821	0.875298	0.038	0.109773	0.0	0.108	0.197	0.165	0.243	0.347	0.027	0.081	0.143	0.215	0.273	0.316	-0.027	0.027	0.054	-0.05	-0.03	0.031	1
SPAC1783.08c_65	rpl1502	SPAC1783.08c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.128	0.192	-0.0	0.995	8.192	19.486	18.491	5.995	1.151	25.386	-17.9	-18.524	0.977263	0.136	0.049256	0.0	0.863	1.392	1.823	2.228	2.771	0.206	0.722	1.308	1.919	2.36	2.647	-0.206	0.141	0.084	-0.096	-0.132	0.124	2
SPBC16D10.08c_155	hsp104	SPBC16D10.08c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.225	0.034	-0.0	0.407	3.347	7.962	7.555	2.449	0.083	2.889	-45.29	-45.915	0.970616	0.014	0.057463	0.0	0.129	0.194	0.192	0.224	0.242	0.015	0.124	0.19	0.216	0.223	0.225	-0.015	0.005	0.004	-0.024	0.001	0.017	1
SPBC4.02c_27	SPBC4.02c	SPBC4.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.015	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.005	-0.001	-22.084	-22.709	-1.160978	0.096	0.505268	0.0	0.167	0.118	0.073	-0.023	0.089	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.167	0.118	0.073	-0.023	0.089	1
SPCC1620.07c_45	lnp1	SPCC1620.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.031	0.005	0.0	0.364	3.001	7.138	6.773	2.196	-0.011	-0.001	-26.131	-26.755	-0.916042	0.069	0.51483	0.0	0.091	0.085	-0.028	0.033	0.105	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.091	0.085	-0.028	0.033	0.105	1
SPCC550.08_5	SPCC550.08	SPCC550.08	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.037	0.002	0.0	1.081	8.901	21.171	20.09	6.513	-0.014	-0.005	-34.712	-35.337	-1.203411	0.034	0.50165	0.0	0.01	0.029	0.036	0.067	0.007	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.01	0.029	0.036	0.067	0.007	1
SPBC25H2.10c_48	tan1	SPBC25H2.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.469	0.079	-0.0	0.364	3.001	7.138	6.773	2.196	0.173	6.202	-26.489	-27.114	0.8328	0.067	0.140158	0.0	0.4	0.476	0.4	0.47	0.397	0.031	0.284	0.415	0.457	0.466	0.468	-0.031	0.116	0.061	-0.057	0.004	-0.071	1
SPBC29A3.13_71	pdp1	SPBC29A3.13	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.025	0.004	0.0	0.364	3.001	7.138	6.773	2.196	-0.009	-0.001	-27.234	-27.858	-2.504168	0.063	0.659621	0.0	0.095	0.083	0.025	0.043	0.072	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.095	0.083	0.025	0.043	0.072	1
SPCC16C4.16c_26	cbc3	SPCC16C4.16c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.11	0.019	0.0	0.364	3.001	7.138	6.773	2.196	0.041	1.46	-24.422	-25.046	0.20383	0.079	0.294551	0.0	0.093	0.118	0.041	0.027	0.269	0.007	0.067	0.098	0.108	0.11	0.11	-0.007	0.026	0.02	-0.067	-0.083	0.159	1
SPAC23C4.17_39	trm402	SPAC23C4.17	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.553	0.093	-0.0	0.364	3.001	7.138	6.773	2.196	0.204	7.315	-33.546	-34.171	0.963213	0.037	0.066017	0.0	0.391	0.515	0.527	0.561	0.5	0.037	0.334	0.49	0.54	0.55	0.553	-0.037	0.057	0.025	-0.013	0.011	-0.053	1
SPBPB10D8.04c_21	SPBPB10D8.04c	SPBPB10D8.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.471	0.078	3.006	3.372	6.021	10.177	6.805	5.212	0.173	4.825	-37.743	-38.367	0.983223	0.026	0.055976	0.0	0.012	0.284	0.454	0.467	0.449	0.0	0.065	0.29	0.426	0.46	0.468	0.0	-0.053	-0.006	0.028	0.007	-0.019	1
SPBC119.06_62	sco1	SPBC119.06	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.527	0.081	0.0	1.145	9.426	22.419	21.275	6.897	0.562	11.118	-29.43	-30.055	0.983833	0.052	0.042099	0.0	0.361	0.568	0.805	1.007	1.24	0.101	0.312	0.555	0.829	1.046	1.201	-0.101	0.049	0.013	-0.024	-0.039	0.039	1
SPAC17A2.11_49	SPAC17A2.11	SPAC17A2.11	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.025	0.001	0.0	1.154	9.503	22.603	21.449	6.954	-0.009	-0.003	-27.155	-27.78	-0.332443	0.063	0.496649	0.0	0.075	0.086	-0.034	0.093	-0.031	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.075	0.086	-0.034	0.093	-0.031	1
SPBC1711.15c_1	SPBC1711.15c	SPBC1711.15c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.025	0.004	0.0	0.364	2.998	7.131	6.766	2.194	-0.009	-0.001	-24.243	-24.868	-0.919103	0.08	0.546061	0.0	0.129	0.061	0.027	-0.015	0.132	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.129	0.061	0.027	-0.015	0.132	1
SPBC20F10.07_113	ltc1	SPBC20F10.07	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.037	0.005	0.0	0.429	3.532	8.401	7.972	2.585	-0.014	-0.002	-21.805	-22.43	-0.197084	0.099	0.394471	0.0	0.188	0.037	-0.062	-0.047	0.125	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.188	0.037	-0.062	-0.047	0.125	1
SPBC1198.09_31	ubc16	SPBC1198.09	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.2	0.034	-0.0	0.364	3.001	7.138	6.773	2.196	0.074	2.649	-32.687	-33.312	0.693286	0.04	0.185204	0.0	0.201	0.186	0.173	0.215	0.154	0.013	0.121	0.177	0.195	0.199	0.2	-0.013	0.08	0.009	-0.022	0.016	-0.046	1
SPCC777.06c_23	SPCC777.06c	SPCC777.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.094	-0.008	0.0	0.763	6.282	14.943	14.18	4.597	0.035	0.008	-29.668	-30.292	-0.288891	0.051	0.361927	0.0	-0.006	-0.01	0.025	-0.037	-0.116	0.006	0.0	0.0	0.0	0.0	0.0	-0.006	-0.006	-0.01	0.025	-0.037	-0.116	1
SPBC211.07c_41	ubc8	SPBC211.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.376	0.063	-0.0	0.364	3.001	7.138	6.773	2.196	0.138	4.973	-31.109	-31.733	0.878399	0.045	0.120397	0.0	0.305	0.377	0.338	0.371	0.322	0.025	0.227	0.333	0.367	0.374	0.376	-0.025	0.078	0.044	-0.029	-0.003	-0.054	1
SPBC15D4.13c_42	SPBC15D4.13c	SPBC15D4.13c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.021	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.008	-0.001	-25.729	-26.354	-1.823591	0.071	0.544295	0.0	0.091	0.131	0.039	0.034	0.048	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.091	0.131	0.039	0.034	0.048	1
SPBC1773.05c_31	tms1	SPBC1773.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.022	0.004	0.0	0.364	2.998	7.131	6.767	2.194	-0.008	-0.001	-28.051	-28.676	-1.12435	0.059	0.578156	0.0	0.101	0.093	0.014	0.011	0.037	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.101	0.093	0.014	0.011	0.037	1
SPBC215.14c_43	vps20	SPBC215.14c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.958	0.16	-0.0	0.364	3.001	7.138	6.773	2.196	0.352	12.666	-23.627	-24.252	0.934645	0.085	0.087661	0.0	0.75	0.822	0.966	0.865	0.937	0.063	0.579	0.848	0.934	0.953	0.957	-0.063	0.171	-0.026	0.032	-0.088	-0.02	1
SPBPB2B2.02_21	say1	SPBPB2B2.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.178	0.009	0.0	1.192	9.814	23.344	22.152	7.182	-0.065	-0.024	-22.992	-23.617	0.009825	0.089	0.329288	0.0	-0.177	-0.019	0.094	0.076	0.044	-0.012	-0.002	-0.0	-0.0	-0.0	-0.0	0.012	-0.175	-0.019	0.094	0.076	0.044	1
SPBC839.06_165	cta3	SPBC839.06	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.046	0.002	0.0	1.199	9.87	23.476	22.277	7.222	-0.017	-0.006	-36.851	-37.475	-0.854351	0.028	0.524759	0.0	-0.003	0.005	0.042	0.051	0.021	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0	0.003	-0.003	0.005	0.042	0.051	0.021	1
SPAC31G5.15_172	psd3	SPAC31G5.15	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.013	0.002	0.0	0.364	3.001	7.137	6.773	2.196	-0.005	-0.001	-21.222	-21.847	-1.473413	0.103	0.482784	0.0	0.214	0.064	0.053	0.089	0.058	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.214	0.064	0.053	0.089	0.058	1
SPBC887.02_102	SPBC887.02	SPBC887.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.026	0.004	-0.0	0.364	3.001	7.137	6.773	2.196	-0.009	-0.001	-28.4	-29.024	-0.69747	0.057	0.538426	0.0	0.076	0.088	-0.002	-0.018	0.075	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.076	0.088	-0.002	-0.018	0.075	1
SPAC328.07c_26	bsd1	SPAC328.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.035	0.005	0.0	0.448	3.688	8.773	8.325	2.699	-0.013	-0.002	-29.23	-29.854	-2.460534	0.053	0.683291	0.0	0.078	0.017	0.061	0.042	0.072	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.078	0.017	0.061	0.042	0.072	1
SPCC757.12_9	aah1	SPCC757.12	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.027	0.004	-0.0	0.424	3.488	8.298	7.874	2.553	-0.01	-0.001	-26.727	-27.352	-0.301001	0.065	0.377761	0.0	0.033	0.071	-0.04	-0.01	0.133	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.033	0.071	-0.04	-0.01	0.133	1
SPAC5D6.02c_37	mug165	SPAC5D6.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.422	0.023	1.022	2.164	10.423	23.384	21.22	7.902	0.155	2.766	-25.682	-26.307	0.777427	0.071	0.165007	0.0	0.034	0.077	0.092	0.264	0.432	0.018	0.067	0.131	0.208	0.272	0.32	-0.018	-0.033	-0.054	-0.116	-0.008	0.112	1
SPAC3G9.11c_58	pdc201	SPAC3G9.11c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.018	0.003	0.0	0.364	3.0	7.136	6.772	2.195	-0.007	-0.001	-23.174	-23.799	-1.300957	0.088	0.491404	0.0	0.179	0.072	0.067	0.067	0.011	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.179	0.072	0.067	0.067	0.011	1
SPCC63.03_96	mib1	SPCC63.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.017	0.003	-0.0	0.364	2.999	7.133	6.769	2.195	-0.006	-0.001	-23.192	-23.816	-0.827479	0.088	0.443375	0.0	0.039	0.198	0.024	0.03	0.064	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.039	0.198	0.024	0.03	0.064	1
SPAC5D6.01_21	rps2202	SPAC5D6.01	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.655	0.048	4.01	4.847	10.901	20.402	15.555	9.053	0.241	3.798	-25.909	-26.534	0.909283	0.07	0.101233	0.0	-0.114	0.152	0.311	0.374	0.578	0.002	0.036	0.138	0.299	0.436	0.526	-0.002	-0.15	0.014	0.012	-0.062	0.052	1
SPAC1071.09c_45	SPAC1071.09c	SPAC1071.09c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.713	0.119	0.0	0.364	3.001	7.138	6.773	2.196	0.262	9.429	-35.175	-35.799	0.983764	0.032	0.043143	0.0	0.462	0.634	0.66	0.688	0.75	0.047	0.431	0.631	0.696	0.709	0.712	-0.047	0.031	0.003	-0.036	-0.021	0.038	1
SPBP26C9.02c_27	car1	SPBP26C9.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.016	0.003	-0.0	0.364	3.001	7.137	6.773	2.196	-0.006	-0.001	-24.144	-24.769	-3.022905	0.081	0.735443	0.0	0.092	0.087	0.101	0.031	0.11	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.092	0.087	0.101	0.031	0.11	1
SPBC14C8.05c_15	meu17	SPBC14C8.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.128	0.021	-0.0	0.364	3.001	7.138	6.773	2.196	0.047	1.697	-25.026	-25.65	0.094145	0.075	0.411933	0.0	0.175	0.177	0.063	0.183	0.012	0.008	0.078	0.114	0.125	0.128	0.128	-0.008	0.097	0.063	-0.062	0.055	-0.116	1
SPBC3B9.09_12	vps36	SPBC3B9.09	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.208	0.035	-0.0	0.364	3.001	7.138	6.773	2.196	0.077	2.753	-34.78	-35.405	0.812503	0.033	0.143818	0.0	0.154	0.223	0.147	0.232	0.187	0.014	0.126	0.184	0.203	0.207	0.208	-0.014	0.028	0.039	-0.056	0.025	-0.021	1
SPCC191.11_86	inv1	SPCC191.11	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.001	0.0	0.0	0.364	3.001	7.137	6.773	2.196	0.001	0.019	-33.293	-33.918	-0.025998	0.038	0.323111	0.0	0.054	0.041	0.008	-0.002	-0.063	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.053	0.04	0.007	-0.003	-0.064	1
SPBC776.05_42	gpc1	SPBC776.05	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.163	0.027	0.0	0.364	3.001	7.138	6.773	2.196	0.06	2.162	-26.508	-27.132	0.364373	0.067	0.244819	0.0	0.19	0.12	0.121	0.098	0.272	0.011	0.099	0.145	0.159	0.163	0.163	-0.011	0.091	-0.025	-0.038	-0.065	0.109	1
SPCC1442.14c_35	hnt1	SPCC1442.14c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.846	0.142	-0.0	0.364	3.001	7.138	6.773	2.196	0.311	11.179	-27.214	-27.839	0.955292	0.063	0.0747	0.0	0.583	0.82	0.841	0.744	0.822	0.056	0.511	0.748	0.825	0.841	0.844	-0.056	0.072	0.072	0.016	-0.097	-0.022	1
SPAC513.02_19	SPAC513.02	SPAC513.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.183	0.031	-0.0	0.364	3.001	7.138	6.773	2.196	0.067	2.42	-30.256	-30.88	0.539127	0.049	0.20164	0.0	0.166	0.242	0.156	0.14	0.134	0.012	0.111	0.162	0.178	0.182	0.183	-0.012	0.055	0.08	-0.022	-0.042	-0.049	1
SPAC688.04c_50	gst3	SPAC688.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.024	0.004	0.0	0.364	2.999	7.133	6.769	2.195	-0.009	-0.001	-29.183	-29.807	-1.234351	0.053	0.524109	0.0	0.096	0.068	0.037	-0.005	0.041	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.096	0.068	0.037	-0.005	0.041	1
SPAC869.02c_27	yhb1	SPAC869.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-1.0	0.051	0.0	1.204	9.915	23.584	22.379	7.256	-0.368	-0.136	-9.382	-10.006	-0.92444	0.278	0.570397	0.0	-0.474	-0.41	-0.274	-0.026	0.013	-0.066	-0.011	-0.001	-0.0	-0.0	-0.0	0.066	-0.463	-0.409	-0.274	-0.026	0.013	1
SPAC22F8.02c_62	pvg5	SPAC22F8.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.635	0.04	3.979	4.94	11.894	22.805	17.864	9.771	0.234	3.317	-26.145	-26.77	0.877002	0.069	0.121476	0.0	0.061	0.109	0.122	0.351	0.565	0.003	0.037	0.12	0.255	0.379	0.47	-0.003	0.024	-0.011	-0.133	-0.028	0.095	1
SPAC11D3.05_31	mfs2	SPAC11D3.05	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.017	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.006	-0.001	-24.103	-24.727	-1.85847	0.081	0.596844	0.0	0.064	0.115	0.019	0.059	0.136	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.064	0.115	0.019	0.059	0.136	1
SPAC1A6.05c_54	ptl3	SPAC1A6.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.015	0.003	-0.0	0.364	3.001	7.137	6.773	2.196	-0.005	-0.001	-24.499	-25.123	-2.427668	0.079	0.578917	0.0	0.046	0.097	0.05	0.069	0.136	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.046	0.097	0.05	0.069	0.136	1
SPBC14C8.04_18	ilv6	SPBC14C8.04	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.102	0.017	0.0	0.365	3.001	7.138	6.773	2.196	0.037	1.342	-32.325	-32.95	0.369628	0.041	0.256963	0.0	0.138	0.072	0.113	0.083	0.16	0.007	0.061	0.09	0.099	0.101	0.101	-0.007	0.077	-0.018	0.014	-0.018	0.059	1
SPAC2E1P3.05c_1_7	cbm1	SPAC2E1P3.05c_1	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.853	-0.143	-0.0	0.364	3.001	7.138	6.773	2.196	-0.314	-11.277	-22.641	-23.266	0.901711	0.092	0.107126	0.0	-0.713	-0.75	-0.746	-0.814	-0.858	-0.056	-0.516	-0.755	-0.832	-0.848	-0.852	0.056	-0.197	0.005	0.086	0.034	-0.006	1
SPAC6C3.07_60	mug68	SPAC6C3.07	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.025	0.004	-0.0	0.364	2.998	7.132	6.768	2.194	-0.009	-0.001	-31.11	-31.735	-1.697343	0.045	0.646345	0.0	0.06	0.048	0.067	0.043	-0.003	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.06	0.048	0.067	0.043	-0.003	1
SPBC4F6.09_82	str1	SPBC4F6.09	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.174	0.029	-0.0	0.364	3.001	7.138	6.773	2.196	0.064	2.295	-29.183	-29.808	0.417661	0.053	0.271457	0.0	0.192	0.196	0.182	0.143	0.093	0.011	0.105	0.154	0.169	0.173	0.173	-0.011	0.087	0.042	0.013	-0.03	-0.08	1
SPBC428.08c_63	clr4	SPBC428.08c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.281	0.213	4.311	5.252	12.059	22.74	17.488	9.981	1.207	16.638	-28.357	-28.981	0.995901	0.057	0.023009	0.0	0.237	0.589	1.181	1.906	2.481	0.01	0.159	0.572	1.273	1.934	2.42	-0.01	0.078	0.017	-0.092	-0.028	0.061	2
SPCC757.04_53	SPCC757.04	SPCC757.04	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.029	0.004	-0.0	0.487	4.009	9.535	9.048	2.934	-0.011	-0.002	-35.076	-35.701	-0.597388	0.033	0.486022	0.0	0.047	0.033	-0.001	-0.014	0.054	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.047	0.033	-0.001	-0.014	0.054	1
